COUNTRY,FLOW,PARTNER,YEAR,VALUE
Mexico,Exports,Turkey,2010,135848473
Mexico,Exports,Turkey,2011,187328682
Mexico,Exports,Turkey,2012,370574166
Mexico,Exports,Turkey,2013,358003208
Mexico,Exports,Turkey,2014,328326527
Mexico,Exports,Turkey,2015,216019063
Mexico,Exports,Turkey,2016,238640320
Mexico,Exports,Turkey,2017,219374552
Mexico,Exports,Turkey,2018,233352991
Mexico,Exports,United Kingdom,2010,1732731344
Mexico,Exports,United Kingdom,2011,2158570284
Mexico,Exports,United Kingdom,2012,2599437814
Mexico,Exports,United Kingdom,2013,1437790294
Mexico,Exports,United Kingdom,2014,1805621017
Mexico,Exports,United Kingdom,2015,1967530210
Mexico,Exports,United Kingdom,2016,3231644619
Mexico,Exports,United Kingdom,2017,2274680412
Mexico,Exports,United Kingdom,2018,2212216653
Mexico,Exports,United States,2010,238984287047
Mexico,Exports,United States,2011,274991999711
Mexico,Exports,United States,2012,288148096970
Mexico,Exports,United States,2013,297135992291
Mexico,Exports,United States,2014,318681582591
Mexico,Exports,United States,2015,309186755726
Mexico,Exports,United States,2016,302862362767
Mexico,Exports,United States,2017,327247722952
Mexico,Exports,United States,2018,344602283959
Mexico,Exports,Argentina,2010,1768791088
Mexico,Exports,Argentina,2011,1958140229
Mexico,Exports,Argentina,2012,2014867897
Mexico,Exports,Argentina,2013,1965926144
Mexico,Exports,Argentina,2014,1301883351
Mexico,Exports,Argentina,2015,1497055488
Mexico,Exports,Argentina,2016,1408689571
Mexico,Exports,Argentina,2017,1504121978
Mexico,Exports,Argentina,2018,1259920541
Mexico,Exports,Brazil,2010,3781023995
Mexico,Exports,Brazil,2011,4891328635
Mexico,Exports,Brazil,2012,5575063038
Mexico,Exports,Brazil,2013,5386488885
Mexico,Exports,Brazil,2014,4739617687
Mexico,Exports,Brazil,2015,3798897348
Mexico,Exports,Brazil,2016,3055927839
Mexico,Exports,Brazil,2017,3680923961
Mexico,Exports,Brazil,2018,4407867745
Mexico,Exports,Chile,2010,1863453199
Mexico,Exports,Chile,2011,2072033566
Mexico,Exports,Chile,2012,2251558025
Mexico,Exports,Chile,2013,2084660779
Mexico,Exports,Chile,2014,2148010046
Mexico,Exports,Chile,2015,1861356830
Mexico,Exports,Chile,2016,1745009291
Mexico,Exports,Chile,2017,1804145235
Mexico,Exports,Chile,2018,2073485653
Mexico,Exports,China (People's Republic of),2010,4182846388
Mexico,Exports,China (People's Republic of),2011,5965145194
Mexico,Exports,China (People's Republic of),2012,5720815429
Mexico,Exports,China (People's Republic of),2013,6463651977
Mexico,Exports,China (People's Republic of),2014,5964132719
Mexico,Exports,China (People's Republic of),2015,4873149203
Mexico,Exports,China (People's Republic of),2016,5411244849
Mexico,Exports,China (People's Republic of),2017,6712530290
Mexico,Exports,China (People's Republic of),2018,7194348315
Mexico,Exports,Estonia,2010,6047553
Mexico,Exports,Estonia,2011,4297827
Mexico,Exports,Estonia,2012,8745161
Mexico,Exports,Estonia,2013,7021105
Mexico,Exports,Estonia,2014,3301092
Mexico,Exports,Estonia,2015,8595619
Mexico,Exports,Estonia,2016,16587423
Mexico,Exports,Estonia,2017,11209513
Mexico,Exports,Estonia,2018,12618917
Mexico,Exports,India,2010,1015137670
Mexico,Exports,India,2011,1799341416
Mexico,Exports,India,2012,3340628348
Mexico,Exports,India,2013,3692183549
Mexico,Exports,India,2014,2702087278
Mexico,Exports,India,2015,1771760861
Mexico,Exports,India,2016,2128137598
Mexico,Exports,India,2017,3422135699
Mexico,Exports,India,2018,1380567285
Mexico,Exports,Indonesia,2010,67416124
Mexico,Exports,Indonesia,2011,126370539
Mexico,Exports,Indonesia,2012,146405086
Mexico,Exports,Indonesia,2013,213068286
Mexico,Exports,Indonesia,2014,115707459
Mexico,Exports,Indonesia,2015,87998001
Mexico,Exports,Indonesia,2016,65203474
Mexico,Exports,Indonesia,2017,260861709
Mexico,Exports,Indonesia,2018,148597468
Mexico,Exports,Israel,2010,88800591
Mexico,Exports,Israel,2011,115836788
Mexico,Exports,Israel,2012,115979121
Mexico,Exports,Israel,2013,111876712
Mexico,Exports,Israel,2014,135896130
Mexico,Exports,Israel,2015,147017187
Mexico,Exports,Israel,2016,197968168
Mexico,Exports,Israel,2017,229822438
Mexico,Exports,Israel,2018,284108195
Mexico,Exports,Russia,2010,237463167
Mexico,Exports,Russia,2011,471277313
Mexico,Exports,Russia,2012,491096667
Mexico,Exports,Russia,2013,472570821
Mexico,Exports,Russia,2014,274155433
Mexico,Exports,Russia,2015,200252884
Mexico,Exports,Russia,2016,178527213
Mexico,Exports,Russia,2017,255563276
Mexico,Exports,Russia,2018,327128798
Mexico,Exports,Saudi Arabia,2010,80546395
Mexico,Exports,Saudi Arabia,2011,151935363
Mexico,Exports,Saudi Arabia,2012,156396757
Mexico,Exports,Saudi Arabia,2013,514660964
Mexico,Exports,Saudi Arabia,2014,672916981
Mexico,Exports,Saudi Arabia,2015,368966288
Mexico,Exports,Saudi Arabia,2016,134185799
Mexico,Exports,Saudi Arabia,2017,153004375
Mexico,Exports,Saudi Arabia,2018,262415298
Mexico,Exports,Slovenia,2010,8317370
Mexico,Exports,Slovenia,2011,16550011
Mexico,Exports,Slovenia,2012,5772584
Mexico,Exports,Slovenia,2013,6118844
Mexico,Exports,Slovenia,2014,7898961
Mexico,Exports,Slovenia,2015,12823465
Mexico,Exports,Slovenia,2016,15251733
Mexico,Exports,Slovenia,2017,23878920
Mexico,Exports,Slovenia,2018,40298388
Mexico,Exports,South Africa,2010,159898631
Mexico,Exports,South Africa,2011,263421557
Mexico,Exports,South Africa,2012,252859629
Mexico,Exports,South Africa,2013,236751073
Mexico,Exports,South Africa,2014,251575934
Mexico,Exports,South Africa,2015,217289836
Mexico,Exports,South Africa,2016,335878949
Mexico,Exports,South Africa,2017,178590519
Mexico,Exports,South Africa,2018,233999369
Netherlands,Exports,Australia,2010,1735279787
Netherlands,Exports,Australia,2011,2437354904
Netherlands,Exports,Australia,2012,2793654132
Netherlands,Exports,Australia,2013,2842266590
Netherlands,Exports,Australia,2014,2758747279
Netherlands,Exports,Australia,2015,2367697440
Netherlands,Exports,Australia,2016,2452673131
Netherlands,Exports,Austria,2010,7473483515
Netherlands,Exports,Austria,2011,8633951266
Netherlands,Exports,Austria,2012,7924627048
Netherlands,Exports,Austria,2013,7973766548
Netherlands,Exports,Austria,2014,7791023647
Netherlands,Exports,Austria,2015,6928234887
Netherlands,Exports,Austria,2016,7060280087
Netherlands,Exports,Belgium,2010,69227716859
Netherlands,Exports,Belgium,2011,86337447473
Netherlands,Exports,Belgium,2012,85256798257
Netherlands,Exports,Belgium,2013,81787496432
Netherlands,Exports,Belgium,2014,83021959668
Netherlands,Exports,Belgium,2015,61040156600
Netherlands,Exports,Belgium,2016,58851744219
Netherlands,Exports,Canada,2010,1719260148
Netherlands,Exports,Canada,2011,2255672634
Netherlands,Exports,Canada,2012,2246264978
Netherlands,Exports,Canada,2013,3122977548
Netherlands,Exports,Canada,2014,3111928477
Netherlands,Exports,Canada,2015,2961347586
Netherlands,Exports,Canada,2016,2994681415
Netherlands,Exports,Czech Republic,2010,8089042849
Netherlands,Exports,Czech Republic,2011,9668060930
Netherlands,Exports,Czech Republic,2012,8896265226
Netherlands,Exports,Czech Republic,2013,8663360655
Netherlands,Exports,Czech Republic,2014,9630234527
Netherlands,Exports,Czech Republic,2015,8942535273
Netherlands,Exports,Czech Republic,2016,9507226964
Netherlands,Exports,Denmark,2010,6860974277
Netherlands,Exports,Denmark,2011,8081412631
Netherlands,Exports,Denmark,2012,8034174342
Netherlands,Exports,Denmark,2013,8700884061
Netherlands,Exports,Denmark,2014,8701791904
Netherlands,Exports,Denmark,2015,7471866321
Netherlands,Exports,Denmark,2016,7450066323
Netherlands,Exports,Finland,2010,5417564438
Netherlands,Exports,Finland,2011,6541629588
Netherlands,Exports,Finland,2012,6321444043
Netherlands,Exports,Finland,2013,6313683410
Netherlands,Exports,Finland,2014,6536743647
Netherlands,Exports,Finland,2015,5641926159
Netherlands,Exports,Finland,2016,5384712954
Netherlands,Exports,France,2010,48494968293
Netherlands,Exports,France,2011,56325104083
Netherlands,Exports,France,2012,52997917523
Netherlands,Exports,France,2013,53438533485
Netherlands,Exports,France,2014,53817792466
Netherlands,Exports,France,2015,45430635707
Netherlands,Exports,France,2016,48030747552
Netherlands,Exports,Germany,2010,133087667342
Netherlands,Exports,Germany,2011,158464059752
Netherlands,Exports,Germany,2012,147645451361
Netherlands,Exports,Germany,2013,149366944991
Netherlands,Exports,Germany,2014,149901975052
Netherlands,Exports,Germany,2015,126832755599
Netherlands,Exports,Germany,2016,126541564826
Netherlands,Exports,Greece,2010,3346436096
Netherlands,Exports,Greece,2011,3456853826
Netherlands,Exports,Greece,2012,2837235054
Netherlands,Exports,Greece,2013,3097820313
Netherlands,Exports,Greece,2014,3213573349
Netherlands,Exports,Greece,2015,2453038723
Netherlands,Exports,Greece,2016,2643002354
Netherlands,Exports,Hungary,2010,3741864114
Netherlands,Exports,Hungary,2011,4302132566
Netherlands,Exports,Hungary,2012,3802184969
Netherlands,Exports,Hungary,2013,3847316593
Netherlands,Exports,Hungary,2014,4321449442
Netherlands,Exports,Hungary,2015,4372217605
Netherlands,Exports,Hungary,2016,4689092296
Netherlands,Exports,Iceland,2010,379703762
Netherlands,Exports,Iceland,2011,455574381
Netherlands,Exports,Iceland,2012,427148259
Netherlands,Exports,Iceland,2013,429857018
Netherlands,Exports,Iceland,2014,577149639
Netherlands,Exports,Iceland,2015,556545096
Netherlands,Exports,Iceland,2016,657783773
Netherlands,Exports,Ireland,2010,3768966159
Netherlands,Exports,Ireland,2011,3846245040
Netherlands,Exports,Ireland,2012,4007259396
Netherlands,Exports,Ireland,2013,4507952026
Netherlands,Exports,Ireland,2014,5292149253
Netherlands,Exports,Ireland,2015,4336245556
Netherlands,Exports,Ireland,2016,4499426645
Netherlands,Exports,Italy,2010,24239311944
Netherlands,Exports,Italy,2011,27049856861
Netherlands,Exports,Italy,2012,24525875798
Netherlands,Exports,Italy,2013,24919777564
Netherlands,Exports,Italy,2014,25377412109
Netherlands,Exports,Italy,2015,21521813526
Netherlands,Exports,Italy,2016,22031860029
Netherlands,Exports,Japan,2010,3768136858
Netherlands,Exports,Japan,2011,4550909285
Netherlands,Exports,Japan,2012,4257261922
Netherlands,Exports,Japan,2013,3952395514
Netherlands,Exports,Japan,2014,4116046597
Netherlands,Exports,Japan,2015,3506848621
Netherlands,Exports,Japan,2016,3314672853
Netherlands,Exports,Korea,2010,4218830757
Netherlands,Exports,Korea,2011,4857307095
Netherlands,Exports,Korea,2012,4188653755
Netherlands,Exports,Korea,2013,4576996552
Netherlands,Exports,Korea,2014,4872067888
Netherlands,Exports,Korea,2015,4619374617
Netherlands,Exports,Korea,2016,4511439866
Netherlands,Exports,Luxembourg,2010,1878395129
Netherlands,Exports,Luxembourg,2011,2440352618
Netherlands,Exports,Luxembourg,2012,2178264296
Netherlands,Exports,Luxembourg,2013,1740920836
Netherlands,Exports,Luxembourg,2014,1802195100
Netherlands,Exports,Luxembourg,2015,1445547267
Netherlands,Exports,Luxembourg,2016,1395836902
Netherlands,Exports,Mexico,2010,2684098714
Netherlands,Exports,Mexico,2011,3052841171
Netherlands,Exports,Mexico,2012,3695072660
Netherlands,Exports,Mexico,2013,3500712658
Netherlands,Exports,Mexico,2014,3497366641
Netherlands,Exports,Mexico,2015,2590423943
Netherlands,Exports,Mexico,2016,2195945252
Netherlands,Exports,New Zealand,2010,196641953
Netherlands,Exports,New Zealand,2011,246894596
Netherlands,Exports,New Zealand,2012,298966021
Netherlands,Exports,New Zealand,2013,373262571
Netherlands,Exports,New Zealand,2014,365803724
Netherlands,Exports,New Zealand,2015,343715519
Netherlands,Exports,New Zealand,2016,411452986
Netherlands,Exports,Norway,2010,4662618888
Netherlands,Exports,Norway,2011,4975149577
Netherlands,Exports,Norway,2012,5387954944
Netherlands,Exports,Norway,2013,5719976329
Netherlands,Exports,Norway,2014,5688529498
Netherlands,Exports,Norway,2015,4624046861
Netherlands,Exports,Norway,2016,4570719422
Netherlands,Exports,Poland,2010,10904335920
Netherlands,Exports,Poland,2011,13072640895
Netherlands,Exports,Poland,2012,12157990409
Netherlands,Exports,Poland,2013,13466494124
Netherlands,Exports,Poland,2014,13936397800
Netherlands,Exports,Poland,2015,12785875942
Netherlands,Exports,Poland,2016,13386213249
Netherlands,Exports,Portugal,2010,4308982700
Netherlands,Exports,Portugal,2011,4301054949
Netherlands,Exports,Portugal,2012,3965249244
Netherlands,Exports,Portugal,2013,4135178626
Netherlands,Exports,Portugal,2014,4418784488
Netherlands,Exports,Portugal,2015,3845570569
Netherlands,Exports,Portugal,2016,3934702582
Netherlands,Exports,Slovak Republic,2010,2161392677
Netherlands,Exports,Slovak Republic,2011,2017759462
Netherlands,Exports,Slovak Republic,2012,1968236249
Netherlands,Exports,Slovak Republic,2013,2225282701
Netherlands,Exports,Slovak Republic,2014,2285117730
Netherlands,Exports,Slovak Republic,2015,2035498674
Netherlands,Exports,Slovak Republic,2016,1992564304
Netherlands,Exports,Spain,2010,18613716760
Netherlands,Exports,Spain,2011,19258458989
Netherlands,Exports,Spain,2012,17338457245
Netherlands,Exports,Spain,2013,17483485104
Netherlands,Exports,Spain,2014,18477513648
Netherlands,Exports,Spain,2015,16567108020
Netherlands,Exports,Spain,2016,17236479122
Netherlands,Exports,Sweden,2010,10111006803
Netherlands,Exports,Sweden,2011,11890568157
Netherlands,Exports,Sweden,2012,12305872055
Netherlands,Exports,Sweden,2013,13657731170
Netherlands,Exports,Sweden,2014,14042307185
Netherlands,Exports,Sweden,2015,12478145643
Netherlands,Exports,Sweden,2016,12419301603
Netherlands,Exports,Switzerland,2010,7472424555
Netherlands,Exports,Switzerland,2011,7256748759
Netherlands,Exports,Switzerland,2012,7527636224
Netherlands,Exports,Switzerland,2013,7519012159
Netherlands,Exports,Switzerland,2014,7944311347
Netherlands,Exports,Switzerland,2015,6934276907
Netherlands,Exports,Switzerland,2016,7043538841
Netherlands,Exports,Turkey,2010,6022992884
Netherlands,Exports,Turkey,2011,6706838109
Netherlands,Exports,Turkey,2012,6273945895
Netherlands,Exports,Turkey,2013,6696842430
Netherlands,Exports,Turkey,2014,6796957807
Netherlands,Exports,Turkey,2015,6173999506
Netherlands,Exports,Turkey,2016,5936388854
Netherlands,Exports,United Kingdom,2010,40550288577
Netherlands,Exports,United Kingdom,2011,46774119616
Netherlands,Exports,United Kingdom,2012,47689876245
Netherlands,Exports,United Kingdom,2013,51726755529
Netherlands,Exports,United Kingdom,2014,54979311061
Netherlands,Exports,United Kingdom,2015,50701183025
Netherlands,Exports,United Kingdom,2016,50936805402
Netherlands,Exports,United States,2010,18534070634
Netherlands,Exports,United States,2011,23050344684
Netherlands,Exports,United States,2012,24696227381
Netherlands,Exports,United States,2013,21629688389
Netherlands,Exports,United States,2014,24932256076
Netherlands,Exports,United States,2015,20566343225
Netherlands,Exports,United States,2016,20051486508
Netherlands,Exports,Argentina,2010,830545414
Netherlands,Exports,Argentina,2011,673329027
Netherlands,Exports,Argentina,2012,868959401
Netherlands,Exports,Argentina,2013,1277065710
Netherlands,Exports,Argentina,2014,1065103573
Netherlands,Exports,Argentina,2015,679624432
Netherlands,Exports,Argentina,2016,734690089
Netherlands,Exports,Brazil,2010,2238855500
Netherlands,Exports,Brazil,2011,2929461105
Netherlands,Exports,Brazil,2012,3537130407
Netherlands,Exports,Brazil,2013,2668648146
Netherlands,Exports,Brazil,2014,3542988701
Netherlands,Exports,Brazil,2015,2819060853
Netherlands,Exports,Brazil,2016,3542945854
Netherlands,Exports,Chile,2010,404527917
Netherlands,Exports,Chile,2011,513183450
Netherlands,Exports,Chile,2012,602588734
Netherlands,Exports,Chile,2013,682661174
Netherlands,Exports,Chile,2014,588583437
Netherlands,Exports,Chile,2015,545560188
Netherlands,Exports,Chile,2016,664845195
Netherlands,Exports,China (People's Republic of),2010,7120341728
Netherlands,Exports,China (People's Republic of),2011,9304702997
Netherlands,Exports,China (People's Republic of),2012,10088076895
Netherlands,Exports,China (People's Republic of),2013,10975399015
Netherlands,Exports,China (People's Republic of),2014,10902782927
Netherlands,Exports,China (People's Republic of),2015,10358238863
Netherlands,Exports,China (People's Republic of),2016,11505893825
Netherlands,Exports,Estonia,2010,425219023
Netherlands,Exports,Estonia,2011,570179580
Netherlands,Exports,Estonia,2012,779583822
Netherlands,Exports,Estonia,2013,1107386069
Netherlands,Exports,Estonia,2014,1146784915
Netherlands,Exports,Estonia,2015,848059632
Netherlands,Exports,Estonia,2016,928755149
Netherlands,Exports,India,2010,2128579339
Netherlands,Exports,India,2011,2496707058
Netherlands,Exports,India,2012,2366471767
Netherlands,Exports,India,2013,2063833103
Netherlands,Exports,India,2014,2287304708
Netherlands,Exports,India,2015,2038792613
Netherlands,Exports,India,2016,1953641930
Netherlands,Exports,Indonesia,2010,603370466
Netherlands,Exports,Indonesia,2011,728640071
Netherlands,Exports,Indonesia,2012,783894993
Netherlands,Exports,Indonesia,2013,975908044
Netherlands,Exports,Indonesia,2014,868765733
Netherlands,Exports,Indonesia,2015,770506558
Netherlands,Exports,Indonesia,2016,1054653171
Netherlands,Exports,Israel,2010,1646099331
Netherlands,Exports,Israel,2011,2123144943
Netherlands,Exports,Israel,2012,1777367942
Netherlands,Exports,Israel,2013,1970618201
Netherlands,Exports,Israel,2014,1814732601
Netherlands,Exports,Israel,2015,1931950229
Netherlands,Exports,Israel,2016,2468749448
Netherlands,Exports,Russia,2010,7889532566
Netherlands,Exports,Russia,2011,9799525144
Netherlands,Exports,Russia,2012,10553552125
Netherlands,Exports,Russia,2013,10412915168
Netherlands,Exports,Russia,2014,8540577002
Netherlands,Exports,Russia,2015,5214384444
Netherlands,Exports,Russia,2016,5005436661
Netherlands,Exports,Saudi Arabia,2010,2114138679
Netherlands,Exports,Saudi Arabia,2011,2387766605
Netherlands,Exports,Saudi Arabia,2012,2891854485
Netherlands,Exports,Saudi Arabia,2013,3208122828
Netherlands,Exports,Saudi Arabia,2014,3648704595
Netherlands,Exports,Saudi Arabia,2015,3217916930
Netherlands,Exports,Saudi Arabia,2016,2433824774
Netherlands,Exports,Slovenia,2010,827731357
Netherlands,Exports,Slovenia,2011,1128605329
Netherlands,Exports,Slovenia,2012,914863306
Netherlands,Exports,Slovenia,2013,1005707628
Netherlands,Exports,Slovenia,2014,1064015672
Netherlands,Exports,Slovenia,2015,854110414
Netherlands,Exports,Slovenia,2016,1023237717
Netherlands,Exports,South Africa,2010,2325058759
Netherlands,Exports,South Africa,2011,2787670999
Netherlands,Exports,South Africa,2012,3116983602
Netherlands,Exports,South Africa,2013,2872311053
Netherlands,Exports,South Africa,2014,2550698439
Netherlands,Exports,South Africa,2015,2494389159
Netherlands,Exports,South Africa,2016,2210701202
New Zealand,Exports,Australia,2010,7234873054
New Zealand,Exports,Australia,2011,8559199110
New Zealand,Exports,Australia,2012,7841594878
New Zealand,Exports,Australia,2013,7527945839
New Zealand,Exports,Australia,2015,5846819223
New Zealand,Exports,Australia,2016,5736509906
New Zealand,Exports,Australia,2017,6274953825
New Zealand,Exports,Australia,2018,6344022792
New Zealand,Exports,Austria,2010,12814231
